continent,country,network,netmask,src_addr,dst_addr,next_hop,input_iface,output_iface,pkts_sent,bytes_sent,start_time,end_time,src_port,dst_port,ip_proto,tos,src_as,dst_as,src_mask,dst_mask,tcp_flag_ACK,tcp_flag_CWR,tcp_flag_ECE,tcp_flag_FIN,tcp_flag_PSH,tcp_flag_RST,tcp_flag_SYN,tcp_flag_URG
EU,GB,92.6.84.5,11,92.6.85.157,100.10.20.4,0.0.0.0,0,0,1,46,2073-04-25 01:06:45,2073-04-25 01:06:45,OTHER,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,RO,89.44.100.151,15,89.44.100.151,100.10.20.4,0.0.0.0,0,0,1,46,2073-04-25 03:11:24,2073-04-25 03:11:24,OTHER,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,RO,89.44.100.157,15,89.44.100.157,100.10.20.4,0.0.0.0,0,0,1,46,2073-04-25 07:27:47,2073-04-25 07:27:47,OTHER,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,RO,89.44.100.157,15,89.44.100.157,100.10.20.4,0.0.0.0,0,0,1,46,2073-04-25 07:27:47,2073-04-25 07:27:47,OTHER,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,RO,89.44.100.128,15,89.44.100.160,100.10.20.4,0.0.0.0,0,0,1,46,2073-04-25 10:34:31,2073-04-25 10:34:31,OTHER,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,US,100.30.0.65,11,100.30.1.105,100.10.20.4,0.0.0.0,0,0,1,46,2073-04-25 13:28:47,2073-04-25 13:28:47,OTHER,80,TCP,0,0,0,0,0,0,0,0,0,0,1,0,0
EU,GB,92.6.84.3,11,92.6.85.155,100.10.20.4,0.0.0.0,0,0,6,533,2073-04-25 03:43:31,2073-04-25 21:15:44,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.155,0.0.0.0,0,0,4,3109,2073-04-25 03:43:31,2073-04-25 21:15:44,80,1812,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
EU,GB,92.6.84.7,11,92.6.85.159,100.10.20.4,0.0.0.0,0,0,5,488,2073-04-25 06:12:22,2073-04-25 22:53:25,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.159,0.0.0.0,0,0,2,1337,2073-04-25 06:12:22,2073-04-25 22:53:25,80,1825,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.30.1.105,0.0.0.0,0,0,2,1375,2073-04-25 16:37:23,2073-04-26 10:12:52,80,43644,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
NA,US,100.30.0.65,11,100.30.1.105,100.10.20.4,0.0.0.0,0,0,5,565,2073-04-25 16:37:23,2073-04-26 10:12:52,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2073-04-26 10:10:08,2073-04-26 10:27:55,80,32510,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 10:10:08,2073-04-26 10:27:55,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2073-04-26 11:01:34,2073-04-26 11:18:21,80,32523,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 11:01:34,2073-04-26 11:18:21,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,149,15144,2073-04-25 03:00:33,2073-04-26 12:11:54,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,0,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,234,327039,2073-04-25 03:00:33,2073-04-26 12:11:54,80,1782,TCP,0,0,0,0,0,1,0,0,0,1,0,0,0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,131,10853,2073-04-25 15:36:19,2073-04-26 12:11:54,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,206,294595,2073-04-25 15:36:19,2073-04-26 12:11:54,80,2060,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2073-04-26 11:51:59,2073-04-26 12:08:50,80,32549,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 11:51:59,2073-04-26 12:08:50,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2073-04-26 12:42:29,2073-04-26 12:59:21,80,32575,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 12:42:29,2073-04-26 12:59:21,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,7,620,2073-04-26 13:32:58,2073-04-26 13:49:51,80,32587,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 13:32:58,2073-04-26 13:49:51,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,7,620,2073-04-26 14:23:29,2073-04-26 14:40:21,80,32605,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 14:23:29,2073-04-26 14:40:21,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2073-04-26 15:13:59,2073-04-26 15:31:11,80,32638,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 15:13:59,2073-04-26 15:31:11,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,155.251.87.59,0.0.0.0,0,0,6,568,2073-04-26 16:04:49,2073-04-26 16:21:42,80,32667,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
,,155.251.87.0,16,155.251.87.59,100.10.20.4,0.0.0.0,0,0,10,7585,2073-04-26 16:04:49,2073-04-26 16:21:42,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,19,3110,2073-04-26 01:35:26,2073-04-26 22:20:38,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,18,18844,2073-04-26 01:35:26,2073-04-26 22:20:38,80,2159,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,39,2809,2073-04-26 01:35:53,2073-04-26 22:20:38,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,67,95824,2073-04-26 01:35:53,2073-04-26 22:20:38,80,2160,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.10,0.0.0.0,0,0,2,92,2073-04-24 23:24:24,2073-04-24 23:24:24,OTHER,3124,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,US,100.10.20.2,11,100.10.20.10,100.10.20.3,0.0.0.0,0,0,2,92,2073-04-24 23:24:24,2073-04-24 23:24:24,OTHER,1026,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.20,0.0.0.0,0,0,16,13673,2073-04-25 00:09:17,2073-04-25 00:09:28,OTHER,35416,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.20,100.10.20.3,0.0.0.0,0,0,14,835,2073-04-25 00:09:17,2073-04-25 00:09:28,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,13,13648,2073-04-25 00:09:08,2073-04-25 00:11:00,80,45232,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,14,807,2073-04-25 00:09:08,2073-04-25 00:11:00,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,7,5674,2073-04-25 00:44:28,2073-04-25 00:44:40,80,45256,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,7,452,2073-04-25 00:44:28,2073-04-25 00:44:40,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,14,14275,2073-04-25 00:44:34,2073-04-25 00:44:39,80,45257,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,14,815,2073-04-25 00:44:34,2073-04-25 00:44:39,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.8,0.0.0.0,0,0,2,92,2073-04-25 00:59:44,2073-04-25 00:59:44,OTHER,3039,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,US,100.10.20.0,11,100.10.20.8,100.10.20.3,0.0.0.0,0,0,2,92,2073-04-25 00:59:44,2073-04-25 00:59:44,OTHER,1026,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,US,100.5.110.4,11,100.5.111.28,100.10.20.3,0.0.0.0,0,0,10,564,2073-04-25 00:56:33,2073-04-25 01:05:05,OTHER,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.5.111.28,0.0.0.0,0,0,9,692,2073-04-25 00:56:33,2073-04-25 01:05:05,110,45263,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,GB,92.6.84.3,11,92.6.85.155,100.10.20.4,0.0.0.0,0,0,5,576,2073-04-26 10:51:38,2073-04-27 03:36:22,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.155,0.0.0.0,0,0,2,229,2073-04-26 10:51:38,2073-04-27 03:36:22,80,2387,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,6,388,2073-04-25 01:56:41,2073-04-25 01:57:44,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,5,554,2073-04-25 01:56:41,2073-04-25 01:57:44,80,31506,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 01:57:32,2073-04-25 01:57:38,OTHER,2358,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 01:57:32,2073-04-25 01:57:38,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,GB,92.6.84.1,11,92.6.85.153,100.10.20.4,0.0.0.0,0,0,6,534,2073-04-26 10:40:52,2073-04-27 04:09:15,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.153,0.0.0.0,0,0,4,4267,2073-04-26 10:40:52,2073-04-27 04:09:15,80,2385,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
EU,GB,92.6.84.3,11,92.6.85.155,100.10.20.4,0.0.0.0,0,0,6,534,2073-04-26 12:46:33,2073-04-27 05:45:11,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.155,0.0.0.0,0,0,4,3136,2073-04-26 12:46:33,2073-04-27 05:45:11,80,2417,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,38,2272,2073-04-25 03:38:01,2073-04-25 05:19:15,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,72,98882,2073-04-25 03:38:01,2073-04-25 05:19:15,80,31570,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.20.1.3,0.0.0.0,0,0,1,71,2073-04-25 06:02:34,2073-04-25 06:02:38,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.4,0.0.0.0,0,0,1,156,2073-04-25 06:02:34,2073-04-25 06:02:38,53,2359,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.4,11,100.10.20.4,140.185.232.179,0.0.0.0,0,0,5,617,2073-04-25 06:02:40,2073-04-25 06:03:07,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,140.185.232.0,16,140.185.232.179,100.10.20.4,0.0.0.0,0,0,6,2785,2073-04-25 06:02:40,2073-04-25 06:03:07,80,2360,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,140.185.232.179,0.0.0.0,0,0,20,1189,2073-04-25 06:03:42,2073-04-25 06:04:23,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,140.185.232.0,16,140.185.232.179,100.10.20.4,0.0.0.0,0,0,35,47853,2073-04-25 06:03:42,2073-04-25 06:04:23,80,2361,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,6,388,2073-04-25 06:16:26,2073-04-25 06:17:28,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,5,554,2073-04-25 06:16:26,2073-04-25 06:17:28,80,31626,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 06:17:17,2073-04-25 06:17:22,OTHER,2362,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 06:17:17,2073-04-25 06:17:22,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,27,1556,2073-04-25 08:30:53,2073-04-25 08:49:19,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,54,74185,2073-04-25 08:30:53,2073-04-25 08:49:19,80,31688,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 08:49:05,2073-04-25 08:49:11,OTHER,2363,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 08:49:05,2073-04-25 08:49:11,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,RO,89.44.100.128,15,89.44.100.160,100.10.20.4,0.0.0.0,0,0,5,578,2073-04-26 18:21:50,2073-04-27 11:13:20,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.160,0.0.0.0,0,0,2,229,2073-04-26 18:21:50,2073-04-27 11:13:20,80,2454,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
NA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2073-04-25 09:51:00,2073-04-25 09:51:16,OTHER,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2073-04-25 09:51:00,2073-04-25 09:51:16,OTHER,35052,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,2,92,2073-04-25 10:25:50,2073-04-25 10:25:50,OTHER,2292,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,2,92,2073-04-25 10:25:50,2073-04-25 10:25:50,OTHER,1026,TCP,0,0,0,0,0,1,0,0,1,0,0,0,0
EU,RO,89.44.100.159,15,89.44.100.159,100.10.20.4,0.0.0.0,0,0,5,480,2073-04-25 10:43:47,2073-04-25 10:44:53,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.159,0.0.0.0,0,0,4,456,2073-04-25 10:43:47,2073-04-25 10:44:53,80,1993,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 10:44:37,2073-04-25 10:44:42,OTHER,2364,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 10:44:37,2073-04-25 10:44:42,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.1.100.6,11,100.1.101.166,100.10.20.9,0.0.0.0,0,0,47,4340,2073-04-25 10:45:19,2073-04-25 10:51:35,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.1,11,100.10.20.9,100.1.101.166,0.0.0.0,0,0,75,103748,2073-04-25 10:45:19,2073-04-25 10:51:35,80,26943,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 10:59:44,2073-04-25 10:59:50,OTHER,2365,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 10:59:44,2073-04-25 10:59:50,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,10,2498,2073-04-25 03:18:06,2073-04-25 10:59:58,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,7,1135,2073-04-25 03:18:06,2073-04-25 10:59:58,80,1783,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,6,388,2073-04-25 11:17:13,2073-04-25 11:18:18,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,5,554,2073-04-25 11:17:13,2073-04-25 11:18:18,80,31779,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 11:18:06,2073-04-25 11:18:11,OTHER,2366,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 11:18:06,2073-04-25 11:18:11,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,GB,92.6.84.5,11,92.6.85.157,100.10.20.4,0.0.0.0,0,0,5,578,2073-04-26 20:24:08,2073-04-27 14:27:37,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.157,0.0.0.0,0,0,2,229,2073-04-26 20:24:08,2073-04-27 14:27:37,80,2464,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 13:01:18,2073-04-25 13:02:24,OTHER,2367,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 13:01:18,2073-04-25 13:02:24,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.5.110.69,11,100.5.111.85,100.10.20.3,0.0.0.0,0,0,9,512,2073-04-25 14:05:40,2073-04-25 14:06:36,OTHER,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.5.111.85,0.0.0.0,0,0,8,640,2073-04-25 14:05:40,2073-04-25 14:06:36,110,45791,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2073-04-25 14:25:26,2073-04-25 14:25:41,OTHER,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2073-04-25 14:25:26,2073-04-25 14:25:41,OTHER,35053,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.20.1.3,0.0.0.0,0,0,1,119,2073-04-25 14:45:23,2073-04-25 14:45:24,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.3,0.0.0.0,0,0,1,172,2073-04-25 14:45:23,2073-04-25 14:45:24,53,26037,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.3,11,100.10.20.3,100.20.1.3,0.0.0.0,0,0,1,88,2073-04-25 14:45:25,2073-04-25 14:45:25,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.3,0.0.0.0,0,0,1,141,2073-04-25 14:45:25,2073-04-25 14:45:25,53,26038,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.1.10.1,11,100.1.10.25,100.10.20.3,0.0.0.0,0,0,34,32782,2073-04-25 14:32:09,2073-04-25 14:54:29,OTHER,25,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.1.10.25,0.0.0.0,0,0,20,1759,2073-04-25 14:32:09,2073-04-25 14:54:29,OTHER,26961,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.12,100.20.1.3,0.0.0.0,0,0,1,67,2073-04-25 15:18:15,2073-04-25 15:29:31,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.12,0.0.0.0,0,0,1,120,2073-04-25 15:18:15,2073-04-25 15:29:31,53,2349,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.4,11,100.10.20.12,100.20.1.3,0.0.0.0,0,0,1,57,2073-04-25 15:29:32,2073-04-25 15:29:34,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.12,0.0.0.0,0,0,1,106,2073-04-25 15:29:32,2073-04-25 15:29:34,53,2350,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,39,2383,2073-04-25 11:03:01,2073-04-25 16:05:20,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,73,101099,2073-04-25 11:03:01,2073-04-25 16:05:20,80,31772,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-25 16:05:07,2073-04-25 16:05:12,OTHER,2368,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-25 16:05:07,2073-04-25 16:05:12,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,3,201,2073-04-25 15:31:48,2073-04-25 16:44:00,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,3,360,2073-04-25 15:31:48,2073-04-25 16:44:00,53,3047,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,57,2073-04-25 16:43:55,2073-04-25 16:44:02,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,106,2073-04-25 16:43:55,2073-04-25 16:44:02,53,3048,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,68,2073-04-25 16:44:03,2073-04-25 16:50:06,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,143,2073-04-25 16:44:03,2073-04-25 16:50:06,53,3049,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,57,2073-04-25 16:50:08,2073-04-25 16:51:45,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
